SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,NORESTE,MONTERREY,06VDG-230,Villa de Garcia,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,18,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06VJD-115,Villa de Juarez Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,31,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06VKM-230,Ventika Manioras,230,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,REYNOSA,GOLFO NORTE,19,NUEVO LEON,20,GENERAL BRAVO,REYNOSA
SIN,NORESTE,MONTERREY,06VLL-115,Valle,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,19,SAN PEDRO GARZA GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06VOT-115,Valle Oriente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,19,SAN PEDRO GARZA GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06VRO-115,Valle del Roble,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,9,CADEREYTA JIMENEZ,MONTERREY
SIN,NORESTE,MONTERREY,06VSA-115,Vitro Crisa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06VSL-115,Valle soleado,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,NUEVO LAREDO,06ADC-138,Arroyo del Coyote,138,No Aplica,No Aplica,No Aplica,Indirectamente Modelada,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06CAM-138,Camargo,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,7,CAMARGO,REYNOSA
SIN,NORESTE,NUEVO LAREDO,06CID-138,Ciudad Industrial,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06CPR-138,Campestre,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06FAM-138,Falcon Mexicano,138,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,14,GUERRERO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06LAO-138,Lago,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06MIG-138,Miguel Aleman,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,25,MIGUEL ALEMAN,REYNOSA
SIN,NORESTE,NUEVO LAREDO,06MME-138,Magneticos de Mex,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06NUL-138,Nuevo Laredo,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06OJC-138,Ojo Caliente,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,NUEVO LAREDO,06PIO-138,Parque Industrial Oradel,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,NUEVO LAREDO,GOLFO NORTE,28,TAMAULIPAS,27,NUEVO LAREDO,NUEVO LAREDO
SIN,NORESTE,PIEDRAS NEGRAS,06ACD-138,Acuña Dos,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,2,ACUÑA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06AMI-138,Amistad,138,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,2,ACUÑA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06AUA-138,Acuna,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,2,ACUÑA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06CBD-400,Carbon Dos,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06CRO-138,Corona CFE,138,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06FTE-138,Fuente,138,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,25,PIEDRAS NEGRAS,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06MDS-138,Micare Dos,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06NAV-138,Nava,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06NVS-230,Novillos,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,2,ACUÑA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06PIU-138,Parque Industrial Acuña,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,2,ACUÑA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06PNE-138,Piedras Negras,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,25,PIEDRAS NEGRAS,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06PUI-138,Puente Internacional,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,25,PIEDRAS NEGRAS,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06REC-230,Rio Escondido,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,PIEDRAS NEGRAS,06REC-400,Rio Escondido,400,No Aplica,No Aplica,Directamente Modelada,No Aplica,COAHUILA,NORESTE,PIEDRAS NEGRAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,22,NAVA,RIO ESCONDIDO
SIN,NORESTE,REYNOSA,06AER-138,Aeropuerto,138,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06AER-230,Aeropuerto,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06AER-400,Aeropuerto,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06ANZ-138,Anzalduas,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06ATP-230,Anahuac Tamaulipas Potencia,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28,TAMAULIPAS,40,VALLE HERMOSO,REYNOSA
SIN,NORESTE,REYNOSA,06ATP-400,Anahuac Tamaulipas Potencia,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28,TAMAULIPAS,40,VALLE HERMOSO,REYNOSA
SIN,NORESTE,REYNOSA,06AZN-138,Aztlan,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06BAD-138,Black and Decker,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06CRB-138,San Cristobal,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06CUF-230,Cumbres Frontera,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06DNS-138,Delnosa,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06INO-138,Parque Industrial Del Norte,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06JRA-138,Jarachina,138,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06JUZ-138,Juarez,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06LVI-138,Lauro Villar,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28,TAMAULIPAS,22,MATAMOROS,MATAMOROS
SIN,NORESTE,REYNOSA,06NRE-138,Norte,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06ORZ-138,Orizatlan,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06PAI-138,Parque Industrial,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06PER-138,Petrolera,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06PIC-138,Parque Industrial Colonial,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06POG-138,Parque Industrial Prologis,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06RBP-138,Rio Bravo Poniente,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06REY-138,Reynosa,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06RIB-138,Rio Bravo,138,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28,TAMAULIPAS,33,RIO BRAVO,REYNOSA
SIN,NORESTE,REYNOSA,06RIB-230,Rio Bravo,230,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,FRONTERA,NORESTE,MATAMOROS,GOLFO NORTE,28,TAMAULIPAS,33,RIO BRAVO,REYNOSA
SIN,NORESTE,REYNOSA,06RYC-138,Reynosa Centro,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,REYNOSA,06VLF-138,Villa Florida,138,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,FRONTERA,NORESTE,REYNOSA,GOLFO NORTE,28,TAMAULIPAS,32,REYNOSA,REYNOSA
SIN,NORESTE,SABINAS,06MIE-115,Minera,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,SABINAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,32,SAN JUAN DE SABINAS,RIO ESCONDIDO
SIN,NORESTE,SABINAS,06NUR-115,Nueva Rosita,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,COAHUILA,NORESTE,SABINAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,32,SAN JUAN DE SABINAS,RIO ESCONDIDO
SIN,NORESTE,SABINAS,06NUR-230,Nueva Rosita,230,No Aplica,No Aplica,No Aplica,Indirectamente Modelada,COAHUILA,NORESTE,SABINAS,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,32,SAN JUAN DE SABINAS,RIO ESCONDIDO
SIN,NORESTE,SALTILLO,06AGN-115,Agua Nueva,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06ALM-115,Alamo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06ALP-115,Alpes,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06APC-230,Apasco,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06BRI-115,Las Brisas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06CAP-115,Capellania,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06CED-230,Cedros,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06CIB-115,Cibiosa,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06CYC-115,Chrysler Planta Camiones,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06FIS-115,Finsa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,MONTERREY
SIN,NORESTE,SALTILLO,06GAM-115,Galeana Maniobras,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19,NUEVO LEON,17,GALEANA,MONTERREY
SIN,NORESTE,SALTILLO,06GMO-115,General Motors,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06ISR-115,Parque Industrial Saltillo Ramos Arizpe,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06LLN-115,Llanos Saltillo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,4,ARTEAGA,MONTERREY
SIN,NORESTE,SALTILLO,06MAB-115,Mabe,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06MEH-230,Cuadro de Maniobras Eolica Coahuila,230,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06MEO-230,Cuadro de Maniobras Eolico Santa Catarina,230,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,SALTILLO,06MRL-115,Morelos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06MSC-115,Mannesmann,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06NVD-115,Navidad,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,33,SAN PEDRO,MONTERREY
SIN,NORESTE,SALTILLO,06PIA-115,Parque Industrial Amistad Aeropuerto,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06PRV-115,CM Providencia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06PSM-115,PI Santa Maria,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06RAP-115,Ramos Arizpe Potencia,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06RAP-400,Ramos Arizpe Potencia,400,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06ROB-115,San Roberto,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,MONTEMORELOS,GOLFO NORTE,19,NUEVO LEON,17,GALEANA,MONTERREY
SIN,NORESTE,SALTILLO,06RRA-115,Ramos Arizpe,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,27,RAMOS ARIZPE,SALTILLO
SIN,NORESTE,SALTILLO,06SAL-115,Saltillo,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06SCP-400,Maniobras San Carlos Potencia,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,28,TAMAULIPAS,34,SAN CARLOS,SALTILLO
SIN,NORESTE,SALTILLO,06SRP-230,El Sarape,230,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,SALTILLO,06ZPL-115,Zapaliname,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,SALTILLO,GOLFO NORTE,5,COAHUILA DE ZARAGOZA,30,SALTILLO,SALTILLO
SIN,NORESTE,TAMPICO,06AAT-115,Santa Amalia Tamaulipas,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,HUASTECA,ORIENTAL,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06ALT-115,Altamira,115,Directamente Modelada,No Aplica,No Aplica,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06ALT-230,Altamira,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06ALT-400,Altamira,400,No Aplica,No Aplica,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06ANP-115,Anahuac Potencia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,VALLES,GOLFO CENTRO,24,SAN LUIS POTOSI,40,TAMUIN,VALLES
SIN,NORESTE,TAMPICO,06CHR-115,Chairel,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,38,TAMPICO,HUASTECA
SIN,NORESTE,TAMPICO,06DUT-115,Dupont,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,38,TAMPICO,HUASTECA
SIN,NORESTE,TAMPICO,06ETK-115,Enertek,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06FME-115,Flex Americas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
SIN,NORESTE,TAMPICO,06GPT-115,Generadora Petrocel,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,HUASTECA,ORIENTE,TAMPICO,GOLFO CENTRO,28,TAMAULIPAS,3,ALTAMIRA,HUASTECA
