SISTEMA,CENTRO DE CONTROL REGIONAL,ZONA DE CARGA,CLAVE,NOMBRE,NIVEL DE TENSIÓN (kV),DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,DIRECTAMENTE MODELADA,INDIRECTAMENTE MODELADA,ZONA DE OPERACIÓN DE TRANSMISIÓN,GERENCIA REGIONAL DE TRANSMISIÓN,ZONA DE DISTRIBUCIÓN,GERENCIA DIVISIONAL DE DISTRIBUCIÓN,CLAVE DE ENTIDAD FEDERATIVA (INEGI),ENTIDAD FEDERATIVA (INEGI),CLAVE DE MUNICIPIO (INEGI),MUNICIPIO (INEGI),REGION DE TRANSMISION
SIN,NORESTE,MONTERREY,06ACM-115,Alcali Maniobras,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06AME-115,Americas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06APO-115,Apodaca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06ARV-115,Arcovial,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,18,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06AUS-115,San Agustin,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,19,SAN PEDRO GARZA GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06BER-115,San Bernabe,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06BLH-115,Black Hawk,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06CAT-115,Santa Catarina,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06CBO-115,Cumbre Oriente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CDT-115,Cadereyta Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,9,CADEREYTA JIMENEZ,MONTERREY
SIN,NORESTE,MONTERREY,06CDU-400,Central Dulces Nombres,400,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,41,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06CEL-115,Celulosa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CEM-115,Cementos Mexicanos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CER-115,Cerralvo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,CERRALVO,GOLFO NORTE,19,NUEVO LEON,11,CERRALVO,MONTERREY
SIN,NORESTE,MONTERREY,06CFD-115,Cienega de Flores Dos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,12,CIENEGA DE FLORES,MONTERREY
SIN,NORESTE,MONTERREY,06CIS-115,Carplastic,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CMN-115,Cumbres Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CNY-115,Contry,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06CYN-115,Cadereyta,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,9,CADEREYTA JIMENEZ,MONTERREY
SIN,NORESTE,MONTERREY,06DNA-115,Dinastia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06DON-115,Santo Domingo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06DTL-115,Dal Tile,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06ECN-115,El Canada,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06EHN-230,Entronque Hylsa Norte,230,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06ESC-115,Escobedo,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06ESC-400,Escobedo,400,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06EST-115,Parque Industrial Estrella,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06ETZ-115,Estanzuela,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FAI-400,El Fraile,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,10,EL CARMEN,MONTERREY
SIN,NORESTE,MONTERREY,06FAR-115,Faro,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FIG-115,Finsa Guadalupe,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06FOM-115,Fomerrey 22,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06FUG-115,Felix U. Gomez,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06FUN-115,Fundidora,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06GAC-115,Garcia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,18,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06GDL-115,Guadalupe,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06GRS-115,Girasoles,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06HUI-115,Huinala,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HUI-230,Huinala,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HUO-400,Huinala Dos,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06HYM-400,Hylsa Maniobras,400,Directamente Modelada,No Aplica,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06JAN-115,San Juan,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,31,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06JCC-115,Johnson Controls,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06JEP-115,Jeronimo Potencia,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06JNO-115,Juarez Norte,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,31,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06JOR-115,San Jorge,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06JZO-115,Josefa Zozaya,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06KGP-115,Kalos Guadalupe,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06KMG-115,Kemet Guadalupe Monterrey,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06KOH-115,Koholer-Sanimex,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,41,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06KRF-115,Kraft Food,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06LAF-115,La Fe,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06LEC-115,Lechugal,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06LEO-115,Leona,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06LOL-115,Loma Larga,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06LRR-115,Ladrillera Revolucion,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06MAV-115,Miravalle,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06MCO-115,Marcos San,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,31,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06MDU-115,Maniobras Dulces Nombres,115,No Aplica,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,41,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06MIO-115,El Mirador,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06MIT-115,Mitras,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06MKL-115,Monte Kristal,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,31,JUAREZ,MONTERREY
SIN,NORESTE,MONTERREY,06MMQ-230,Cuadro de Maniobras el Mezquite,230,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,37,MINA,MONTERREY
SIN,NORESTE,MONTERREY,06MOD-115,Modelo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06MPX-115,Cuadro de Maniobras Promax,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06MSA-115,Metalsa,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06MTI-115,Montoi,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06MTP-115,Monterrey Potencia,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06MTY-115,Monterrey,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06MUN-115,Munich,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06MZQ-115,Mezquital,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06NAS-115,Navistar,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06NEK-115,Nemak,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,18,GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06NIC-115,San Nicolas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06NOG-115,Nogalar,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06NUE-115,Nueva escobedo,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06OBI-115,Obispado,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06ORN-115,Orion,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06PAX-115,Prax Air,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06PBS-115,Planta Bombeo La Silla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06PCD-230,Pemex Cadereyta,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,9,CADEREYTA JIMENEZ,MONTERREY
SIN,NORESTE,MONTERREY,06PEM-115,Pemex,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06PGE-400,Cuadro de Maniobras Presa Grande,400,Directamente Modelada,No Aplica,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,42,LOS RAMONES,MONTERREY
SIN,NORESTE,MONTERREY,06PIE-115,Parque Industrial Escobedo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06PIK-115,Parque Industrial Kalos,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
SIN,NORESTE,MONTERREY,06PLE-115,Prolec,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06PMA-115,Parque Industrial Monterrey-Apodaca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06PQA-115,Pesqueria,115,No Aplica,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,41,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06PQT-115,Apodaca Technology Park,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06PRY-115,Panel Rey,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,10,EL CARMEN,MONTERREY
SIN,NORESTE,MONTERREY,06PTS-115,Las Puentes,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,46,SAN NICOLAS DE LOS GARZA,MONTERREY
SIN,NORESTE,MONTERREY,06PZA-115,Plaza,115,No Aplica,No Aplica,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06RDP-115,Real de Palmas,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,25,GENERAL ZUAZUA,MONTERREY
SIN,NORESTE,MONTERREY,06RIE-115,El Riel,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06RIO-115,Rio,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06ROQ-115,San Roque,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06SAH-115,Sabinas Hidalgo,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,44,SABINAS HIDALGO,MONTERREY
SIN,NORESTE,MONTERREY,06SLL-115,La Silla,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06SMA-115,San Martin,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,21,GENERAL ESCOBEDO,MONTERREY
SIN,NORESTE,MONTERREY,06SRD-115,Solidaridad,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06STZ-115,Santa Cruz,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06TEC-115,Tecnologico,115,Directamente Modelada,Indirectamente Modelada,Directamente Modelada,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06THB-115,Thomas & Betts,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,26,GUADALUPE,MONTERREY
SIN,NORESTE,MONTERREY,06THO-115,Topo Chico,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06TIB-115,Tierra Blanca,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,44,SABINAS HIDALGO,MONTERREY
SIN,NORESTE,MONTERREY,06TII-115,Triara II,115,No Aplica,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06TPQ-115,Tampiquito,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,19,SAN PEDRO GARZA GARCIA,MONTERREY
SIN,NORESTE,MONTERREY,06TRQ-400,Ternium Planta Pesqueria,400,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,41,PESQUERIA,MONTERREY
SIN,NORESTE,MONTERREY,06UCA-230,Union Carbide,230,Directamente Modelada,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,ORIENTE,GOLFO NORTE,19,NUEVO LEON,6,APODACA,MONTERREY
SIN,NORESTE,MONTERREY,06UNI-115,Universidad,115,Directamente Modelada,Indirectamente Modelada,No Aplica,Indirectamente Modelada,MONTERREY,NORESTE,NORTE,GOLFO NORTE,19,NUEVO LEON,39,MONTERREY,MONTERREY
SIN,NORESTE,MONTERREY,06VAP-115,Valle Poniente,115,No Aplica,Indirectamente Modelada,No Aplica,No Aplica,MONTERREY,NORESTE,PONIENTE,GOLFO NORTE,19,NUEVO LEON,48,SANTA CATARINA,MONTERREY
